,Assurance Logement,possession voiture,Assurance Vie,Assurance Sante,Pondération,ID,Gouvernorat,Delegation
6917,Non,"Oui, une voiture personelle",Non,Non,2.32249,6918,Sfax,Sakiet Ezzit
6918,Non,"Oui, une voiture personelle",Non,Non,2.34712,6919,Sfax,Sfax Sud
6919,Oui,"Oui, une voiture de fonction",Non,Non,2.32249,6920,Sfax,Bir ali Ben Kelifa
6920,Non,"Oui, une voiture personelle",Non,Non,2.34712,6921,Sfax,Djebeniana
6921,Non,"Oui, une voiture personelle",Non,Non,1.92489,6922,Sfax,Sakiet Ezzit
6922,Non,"Oui, une voiture personelle",Non,Non,2.32249,6923,Sfax,Skhira
6923,Non,"Oui, une voiture personelle",Non,Non,2.34712,6924,Sfax,Sfax Ville
6924,Non,"Oui, une voiture personelle",Non,Non,2.38858,6925,Sfax,Sakiet Eddaïer
6925,Oui,"Oui, une voiture personelle",Non,Non,2.32249,6926,Sfax,Sfax Ville
6926,Non,"Oui, une voiture personelle",Non,Non,1.92489,6927,Sfax,Sakiet Ezzit
6927,Non,"Oui, une voiture personelle",Non,Non,1.91864,6928,Sfax,Sfax Sud
6928,Non,"Oui, une voiture personelle",Non,Non,2.32249,6929,Sfax,Agareb
6929,Oui,"Oui, une voiture personelle",Non,Non,1.94512,6930,Sfax,Mahres
6930,Non,"Oui, une voiture personelle",Non,Non,2.38858,6931,Sfax,Sfax Ouest
6931,Non,"Oui, une voiture personelle",Non,Non,1.68794,6932,Sfax,Sfax Sud
6932,Non,"Oui, une voiture personelle",Non,Non,1.91864,6933,Sfax,Sfax Sud
6933,Non,"Oui, une voiture personelle",Non,Oui,2.38858,6934,Sfax,Sfax Ville
6934,Non,"Oui, une voiture de fonction",Non,Non,2.38858,6935,Sfax,Sfax Sud
6935,Non,"Oui, une voiture personelle",Non,Non,2.34712,6936,Sfax,Sakiet Eddaïer
6936,Non,"Oui, une voiture personelle",Non,Non,2.29943,6937,Sfax,Djebeniana
6937,NSP,"Oui, une voiture personelle",Non,Non,1.94512,6938,Sfax,Kerkenah
6938,NSP,"Oui, une voiture personelle",Non,Non,1.94512,6939,Sfax,Sfax Ville
6939,Non,"Oui, une voiture personelle",Non,Non,2.38858,6940,Sfax,Sfax Ville
6940,Non,"Oui, une voiture personelle",Non,Non,2.32249,6941,Sfax,Sfax Ville
6941,Non,"Oui, une voiture de fonction",Non,Non,2.38858,6942,Sfax,Djebeniana
6942,Non,"Oui, une voiture personelle",Non,Non,1.92489,6943,Sfax,Sakiet Eddaïer
6943,Non,"Oui, une voiture personelle",Non,Non,2.32249,6944,Sfax,Sfax Sud
6944,Non,"Oui, une voiture personelle",Non,Non,1.68794,6945,Sfax,Sfax Sud
6945,Non,"Oui, une voiture personelle",Non,Non,2.34712,6946,Sfax,Sfax Ville
6946,NSP,"Oui, une voiture personelle",Non,Oui,2.38858,6947,Sfax,Kerkenah
6947,Non,"Oui, une voiture personelle",Non,Non,1.91864,6948,Sfax,Sfax Ville
6948,Non,"Oui, une voiture personelle",Non,Non,1.91864,6949,Sfax,Sfax Ville
6949,Oui,"Oui, une voiture personelle",Non,Non,2.29943,6950,Sfax,Sakiet Eddaïer
6950,Oui,"Oui, une voiture personelle",Oui,Non,2.38858,6951,Sfax,Ghraiba
6951,Non,"Oui, une voiture de fonction",Non,Non,2.34712,6952,Sfax,Sfax Sud
6952,NSP,"Oui, une voiture personelle",Non,Non,1.92489,6953,Sfax,Djebeniana
6953,Non,"Oui, une voiture personelle",Non,Non,1.68794,6954,Sfax,Sfax Ville
6954,NSP,Non,Non,Oui,1.92489,6955,Sfax,Sfax Ville
6955,Non,Non,Non,Oui,1.94512,6956,Sfax,Tina
6956,Non,Non,Non,Non,2.32249,6957,Sfax,Sfax Ouest
6957,Non,Non,Non,Non,1.94512,6958,Sfax,Sfax Ouest
6958,Non,Non,Non,Non,2.38858,6959,Sfax,Tina
6959,Non,Non,Non,Non,2.29943,6960,Sfax,Sfax Ville
6960,Non,Non,Non,Non,2.29943,6961,Sfax,Tina
6961,Non,Non,Non,Non,2.29943,6962,Sfax,Sfax Ouest
6962,Oui,Non,Non,Non,1.68794,6963,Sfax,Sfax Sud
6963,Non,Non,Non,NSP,1.92489,6964,Sfax,Agareb
6964,Non,Non,Non,Non,2.34712,6965,Sfax,Sakiet Eddaïer
6965,Non,Non,Non,Non,2.32249,6966,Sfax,Menzel Chaker
6966,Non,Non,Non,Non,1.94512,6967,Sfax,Agareb
6967,Oui,Non,Non,Non,1.91864,6968,Sfax,Sfax Ouest
6968,Non,Non,Non,Non,1.92489,6969,Sfax,Agareb
6969,NSP,Non,Non,Non,1.91864,6970,Sfax,El Amra
6970,Non,Non,Non,Non,1.94512,6971,Sfax,Agareb
6971,Non,Non,Non,Non,2.38858,6972,Sfax,Bir ali Ben Kelifa
6972,Non,Non,Non,Non,2.29943,6973,Sfax,Sfax Ville
6973,Non,Non,Non,Non,1.68794,6974,Sfax,El Amra
6974,Non,Non,Non,Non,2.38858,6975,Sfax,Menzel Chaker
6975,Non,Non,Non,Non,1.92489,6976,Sfax,El Hencha
6976,Non,Non,Non,Non,1.92489,6977,Sfax,Sakiet Eddaïer
6977,Non,Non,Non,Non,1.91864,6978,Sfax,Bir ali Ben Kelifa
6978,NSP,Non,Non,Non,2.29943,6979,Sfax,Agareb
6979,Non,Non,Non,Non,2.32249,6980,Sfax,Djebeniana
6980,Non,Non,Non,Non,1.91864,6981,Sfax,Sfax Ville
6981,Non,Non,Non,Non,1.92489,6982,Sfax,Sfax Sud
6982,NSP,Non,Non,Non,1.94512,6983,Sfax,Sfax Sud
6983,Oui,Non,Non,Non,2.34712,6984,Sfax,Sfax Ouest
6984,Non,Non,Non,Non,2.32249,6985,Sfax,Mahres
6985,NSP,Non,Non,Non,2.29943,6986,Sfax,Sfax Sud
6986,Non,Non,Non,Non,1.68794,6987,Sfax,Sfax Ville
6987,Non,Non,Non,Non,1.94512,6988,Sfax,Sakiet Eddaïer
6988,Non,Non,Non,Non,1.68794,6989,Sfax,El Amra
6989,Non,Non,Non,Non,1.94512,6990,Sfax,Sakiet Eddaïer
6990,Non,Non,Non,Non,2.38858,6991,Sfax,Mahres
6991,Non,Non,Non,Non,1.68794,6992,Sfax,Sakiet Eddaïer
6992,Non,Non,Non,Non,2.34712,6993,Sfax,Sfax Ville
6993,Non,Non,Non,Non,1.68794,6994,Sfax,Sfax Ouest
6994,NSP,Non,Non,Non,1.91864,6995,Sfax,Mahres
6995,Non,Non,Non,Non,2.32249,6996,Sfax,Sfax Sud
6996,Oui,Non,Non,Non,2.29943,6997,Sfax,Sfax Ouest
6997,Non,Non,Non,Non,2.32249,6998,Sfax,Sfax Ville
6998,Oui,Non,Non,Non,2.29943,6999,Sfax,Skhira
6999,Non,Non,Non,Non,2.32249,7000,Sfax,El Hencha
7000,Non,Non,Non,Non,1.91864,7001,Sfax,Sakiet Ezzit
7001,Non,Non,Non,Non,2.29943,7002,Sfax,Sakiet Eddaïer
7002,Non,Non,Non,Non,2.29943,7003,Sfax,Sfax Sud
7003,Non,Non,Non,Non,1.94512,7004,Sfax,Sfax Ouest
7004,Non,Non,Non,Non,1.68794,7005,Sfax,Sfax Ouest
7005,Non,Non,Non,Non,1.68794,7006,Sfax,El Amra
7006,Non,Non,Non,Non,1.68794,7007,Sfax,Agareb
7007,Non,Non,Non,Non,1.91864,7008,Sfax,Ghraiba
7008,Non,Non,Non,Non,2.34712,7009,Sfax,Sfax Sud
7009,Non,Non,Non,Non,1.91864,7010,Sfax,Agareb
7010,Non,Non,Non,Non,2.32249,7011,Sfax,El Amra
7011,Non,Non,Non,Non,2.34712,7012,Sfax,Sfax Sud
7012,Non,Non,Non,Non,1.91864,7013,Sfax,Tina
7013,Non,Non,Non,Non,2.29943,7014,Sfax,Sakiet Eddaïer
7014,Non,Non,Non,Non,1.92489,7015,Sfax,Sfax Sud
7015,Non,Non,Non,Non,2.34712,7016,Sfax,Sakiet Ezzit
7016,Non,Non,Non,Non,2.29943,7017,Sfax,Sfax Ville
7017,Non,Non,Non,Non,2.29943,7018,Sfax,Sakiet Eddaïer
7018,Non,Non,Non,Non,2.32249,7019,Sfax,Sfax Ouest
7019,Non,Non,Non,Non,2.32249,7020,Sfax,El Hencha
7020,Non,Non,Non,Non,1.94512,7021,Sfax,Bir ali Ben Kelifa
7021,NSP,Non,Non,NSP,1.94512,7022,Sfax,El Amra
7022,NSP,Non,Non,Non,1.91864,7023,Sfax,Sfax Ouest
7023,NSP,Non,Non,Non,1.94512,7024,Sfax,El Hencha
7024,Non,Non,Non,Non,2.38858,7025,Sfax,Sakiet Eddaïer
7025,Non,Non,Non,Non,1.92489,7026,Sfax,Sakiet Ezzit
7026,Non,Non,Non,Non,1.94512,7027,Sfax,El Hencha
7027,Non,Non,Non,Non,2.29943,7028,Sfax,Tina
7028,Non,Non,Non,Non,1.91864,7029,Sfax,Sakiet Eddaïer
7029,Non,Non,Non,Non,2.29943,7030,Sfax,El Amra
7030,Non,Non,Non,Non,1.92489,7031,Sfax,Sfax Ouest
7031,Non,Non,Non,Non,2.32249,7032,Sfax,Sakiet Eddaïer
7032,Non,Non,Non,Non,1.68794,7033,Sfax,El Hencha
7033,Non,Non,Non,Non,2.32249,7034,Sfax,Tina
7034,Non,Non,Non,Non,2.34712,7035,Sfax,Sfax Sud
7035,Non,Non,Non,Non,2.34712,7036,Sfax,Menzel Chaker
7036,Non,Non,Non,Non,1.94512,7037,Sfax,Sakiet Ezzit
7037,Non,Non,Oui,Oui,1.92489,7038,Sfax,Sfax Ville
7038,Non,Non,Non,Non,1.68794,7039,Sfax,Sfax Ouest
7039,Non,Non,Non,Non,2.29943,7040,Sfax,Sfax Ville
7040,Non,Non,Non,Non,1.68794,7041,Sfax,Sakiet Ezzit
7041,NSP,Non,Non,Non,1.92489,7042,Sfax,Djebeniana
7042,NSP,Non,Non,Non,1.94512,7043,Sfax,Sfax Sud
7043,Non,Non,Non,Non,2.32249,7044,Sfax,Agareb
7044,Non,Non,Non,Non,1.94512,7045,Sfax,Tina
7045,NSP,Non,Non,Non,2.29943,7046,Sfax,Bir ali Ben Kelifa
7046,Non,Non,Non,Non,2.29943,7047,Sfax,Menzel Chaker
7047,Non,Non,Non,Non,1.94512,7048,Sfax,Tina
7048,Non,Non,Non,Non,2.34712,7049,Sfax,Tina
7049,NSP,Non,Non,Non,2.38858,7050,Sfax,Mahres
7050,Non,Non,Non,Non,1.94512,7051,Sfax,Djebeniana
7051,Non,Non,Non,Non,1.92489,7052,Sfax,Sakiet Ezzit
7052,NSP,Non,Non,Non,2.38858,7053,Sfax,Sakiet Ezzit
7053,Non,Non,Non,Non,1.94512,7054,Sfax,Tina
7054,Non,Non,Non,Non,1.92489,7055,Sfax,Agareb
7055,Oui,Non,Non,Non,1.94512,7056,Sfax,Sfax Ville
7056,Non,Non,Non,Non,1.94512,7057,Sfax,Sfax Ouest
7057,Non,Non,Non,Non,1.68794,7058,Sfax,Sakiet Eddaïer
7058,NSP,Non,Non,Non,1.92489,7059,Sfax,Sfax Ouest
7059,Non,Non,Non,Non,2.32249,7060,Sfax,Sakiet Eddaïer
7060,Non,Non,Non,Non,2.32249,7061,Sfax,Sfax Ouest
7061,Non,Non,Non,Non,2.29943,7062,Sfax,Djebeniana
7062,Non,Non,Non,Non,1.94512,7063,Sfax,Menzel Chaker
7063,Oui,Non,Non,Oui,1.92489,7064,Sfax,Sfax Sud
7064,Non,Non,Non,Non,1.92489,7065,Sfax,Skhira
7065,Non,Non,Non,Non,2.34712,7066,Sfax,El Hencha
7066,Non,Non,Non,Non,2.34712,7067,Sfax,Skhira
7067,Non,Non,Non,Non,1.94512,7068,Sfax,Skhira
7068,Non,Non,Non,Non,2.32249,7069,Sfax,Mahres
7069,Non,Non,Non,Non,2.32249,7070,Sfax,El Hencha
7070,Non,Non,Non,Non,1.94512,7071,Sfax,Sfax Sud
7071,Non,Non,Non,Non,1.91864,7072,Sfax,Tina
7072,Non,Non,Non,Non,2.32249,7073,Sfax,Sfax Ouest
7073,Non,Non,Non,Non,2.34712,7074,Sfax,El Hencha
7074,Non,Non,Non,Non,2.34712,7075,Sfax,Skhira
7075,Non,Non,Non,Non,1.92489,7076,Sfax,Tina
7076,Non,Non,Non,Non,2.29943,7077,Sfax,Sfax Sud
7077,NSP,Non,Non,Non,1.94512,7078,Sfax,Sfax Ville
7078,Non,Non,Non,Non,2.38858,7079,Sfax,Sfax Ouest
7079,Non,Non,Non,Non,2.38858,7080,Sfax,Sfax Sud
7080,Non,Non,Non,Non,2.32249,7081,Sfax,Sfax Ville
7081,Non,Non,Non,Non,2.34712,7082,Sfax,El Hencha
7082,Non,Non,Non,Non,2.29943,7083,Sfax,Skhira
7083,Non,Non,Non,Non,2.29943,7084,Sfax,Sfax Ville
7084,Non,Non,Non,Non,1.91864,7085,Sfax,Skhira
7085,Non,Non,Non,Non,2.32249,7086,Sfax,Ghraiba
7086,Non,Non,Non,Non,2.29943,7087,Sfax,Mahres
7087,Non,Non,Non,Non,2.34712,7088,Sfax,Sakiet Eddaïer
7088,Non,Non,Non,Non,2.29943,7089,Sfax,Kerkenah
7089,NSP,Non,Non,Non,1.94512,7090,Sfax,Sfax Ouest
7090,Non,Non,Non,Non,1.68794,7091,Sfax,Sfax Ouest
7091,Non,Non,Non,Non,2.34712,7092,Sfax,Sfax Sud
7092,Non,Non,Non,Non,1.94512,7093,Sfax,Sfax Ville
7093,Non,Non,Non,Non,1.92489,7094,Sfax,Tina
7094,Non,Non,Non,Non,1.92489,7095,Sfax,El Hencha
7095,NSP,Non,Non,Non,1.92489,7096,Sfax,Sfax Ouest
7096,Non,Non,Non,Non,2.32249,7097,Sfax,Sfax Sud
7097,Non,Non,Non,Non,1.94512,7098,Sfax,Sfax Ouest
7098,Non,Non,Non,Non,1.68794,7099,Sfax,Sakiet Eddaïer
7099,Non,Non,Non,Non,1.94512,7100,Sfax,Sfax Ouest
7100,Non,Non,Non,Non,1.92489,7101,Sfax,El Amra
7101,Non,Non,Non,Non,2.29943,7102,Sfax,Sfax Ouest
7102,Non,Non,Non,Non,1.68794,7103,Sfax,Tina
7103,Non,Non,Non,Non,1.91864,7104,Sfax,Djebeniana
7104,Non,Non,Non,Non,1.68794,7105,Sfax,Sfax Sud
7105,Non,Non,Non,Non,2.32249,7106,Sfax,Djebeniana
7106,Non,Non,Non,Non,1.92489,7107,Sfax,Sfax Ville
7107,Non,Non,Non,Non,1.92489,7108,Sfax,Mahres
7108,Non,Non,Non,Non,2.34712,7109,Sfax,Sfax Ouest
7109,Non,Non,Non,Non,1.91864,7110,Sfax,Sfax Ouest
7110,Non,Non,Non,Non,2.29943,7111,Sfax,Mahres
7111,Non,Non,Non,Non,2.29943,7112,Sfax,Sfax Ouest
7112,Non,Non,Non,Non,2.38858,7113,Sfax,Sfax Ouest
7113,Non,Non,Non,Non,1.68794,7114,Sfax,Agareb
7114,Non,Non,Non,Non,1.92489,7115,Sfax,Djebeniana
7115,NSP,Non,Non,Non,1.92489,7116,Sfax,Sfax Ouest
7116,Non,Non,Non,Non,1.68794,7117,Sfax,Sfax Ville
7117,Non,Non,Non,Non,1.68794,7118,Sfax,Skhira
7118,Non,Non,Non,Non,1.68794,7119,Sfax,Menzel Chaker
7119,Non,Non,Non,Non,1.92489,7120,Sfax,Kerkenah
7120,Non,Non,Non,Non,2.34712,7121,Sfax,Menzel Chaker
7121,Non,Non,Non,Non,2.29943,7122,Sfax,Menzel Chaker
7122,NSP,Non,Non,Non,2.29943,7123,Sfax,Sakiet Ezzit
7123,Non,Non,Non,Non,1.94512,7124,Sfax,El Hencha
7124,Oui,Non,Non,Non,1.91864,7125,Sfax,Sfax Ouest
7125,Non,Non,Non,NSP,2.34712,7126,Sfax,Djebeniana
7126,Non,Non,Non,Non,1.94512,7127,Sfax,Sakiet Eddaïer
7127,Non,Non,Non,Non,1.94512,7128,Sfax,Skhira
7128,Non,Non,Non,Non,2.29943,7129,Sfax,Sfax Ouest
7129,Non,Non,Non,Non,2.38858,7130,Sfax,Bir ali Ben Kelifa
7130,Non,Non,Non,Non,1.94512,7131,Sfax,El Amra
7131,Non,Non,Non,Non,2.29943,7132,Sfax,Sfax Sud
7132,Non,Non,Non,Non,1.94512,7133,Sfax,Sfax Sud
7133,Non,Non,Non,Non,1.91864,7134,Sfax,El Hencha
7134,Oui,Non,Non,Non,1.92489,7135,Sfax,Tina
7135,Non,Non,Non,Non,1.92489,7136,Sfax,Sfax Sud
7136,Non,Non,Non,Non,2.32249,7137,Sfax,Tina
7137,Non,Non,Non,Non,1.91864,7138,Sfax,Mahres
7138,Non,Non,Non,Non,2.38858,7139,Sfax,Sakiet Eddaïer
7139,Non,Non,Non,Non,2.32249,7140,Sfax,Sakiet Ezzit
7140,Non,Non,Non,Non,2.32249,7141,Sfax,Bir ali Ben Kelifa
7141,Non,Non,Non,Non,1.68794,7142,Sfax,El Hencha
7142,Non,Non,Non,Non,2.29943,7143,Sfax,El Amra
7143,Non,Non,Non,Non,2.38858,7144,Sfax,Djebeniana
7144,Non,Non,Non,Non,2.34712,7145,Sfax,Bir ali Ben Kelifa
7145,Non,Non,Non,Non,1.68794,7146,Sfax,Sfax Sud
7146,Non,Non,Non,Non,1.91864,7147,Sfax,Sfax Sud
7147,Oui,Non,Non,Non,1.91864,7148,Sfax,Sfax Ouest
7148,Non,Non,Non,Non,2.34712,7149,Sfax,Kerkenah
7149,Non,Non,Non,Oui,1.91864,7150,Sfax,Sfax Ville
7150,Non,Non,Oui,Non,2.32249,7151,Sfax,Sakiet Eddaïer
7151,NSP,Non,Non,Non,2.29943,7152,Sfax,Sakiet Ezzit
7152,Non,Non,Non,Non,2.32249,7153,Sfax,Bir ali Ben Kelifa
7153,Non,Non,Non,Non,2.38858,7154,Sfax,Bir ali Ben Kelifa
7154,NSP,Non,Non,Non,1.94512,7155,Sfax,Sfax Ville
7155,Non,Non,Non,Non,1.91864,7156,Sfax,Agareb
7156,Non,Non,Non,Non,1.92489,7157,Sfax,Sakiet Eddaïer
7157,Non,Non,Non,Non,2.29943,7158,Sfax,Agareb
7158,Non,Non,Non,Non,2.29943,7159,Sfax,Tina
7159,Non,Non,Non,Non,2.32249,7160,Sfax,Sfax Ouest
7160,Non,Non,Non,Non,1.94512,7161,Sfax,Bir ali Ben Kelifa
7161,Non,Non,Non,Non,1.68794,7162,Sfax,Sakiet Eddaïer
7162,Non,Non,Non,Non,1.68794,7163,Sfax,Menzel Chaker
7163,Non,Non,Non,Non,2.32249,7164,Sfax,Tina
7164,Non,Non,Non,Non,1.94512,7165,Sfax,Mahres
7165,Non,Non,Non,Non,2.34712,7166,Sfax,Bir ali Ben Kelifa
7166,Non,Non,Non,Non,1.94512,7167,Sfax,Bir ali Ben Kelifa
7167,Non,Non,Non,NSP,1.92489,7168,Sfax,Djebeniana
7168,Non,Non,Non,Oui,2.32249,7169,Sfax,Sfax Sud
7169,Non,Non,Non,Non,2.29943,7170,Sfax,Sfax Sud
7170,Non,Non,Non,Non,1.91864,7171,Sfax,Sfax Ouest
7171,Non,Non,Non,Non,2.34712,7172,Sfax,Sakiet Ezzit
7172,NSP,Non,Non,Non,1.94512,7173,Sfax,Agareb
7173,Non,Non,Non,Non,2.38858,7174,Sfax,Sakiet Ezzit
7174,NSP,Non,Non,Non,1.94512,7175,Sfax,Sakiet Ezzit
7175,NSP,Non,Non,Non,2.29943,7176,Sfax,Bir ali Ben Kelifa
7176,Non,Non,Non,Non,2.38858,7177,Sfax,Ghraiba
7177,Non,Non,Non,Non,2.29943,7178,Sfax,El Hencha
7178,Non,Non,Non,Non,1.92489,7179,Sfax,Ghraiba
7179,Non,Non,Non,Non,1.92489,7180,Sfax,Sakiet Ezzit
7180,NSP,Non,Non,Non,1.92489,7181,Sfax,Bir ali Ben Kelifa
7181,Non,Non,Non,Non,2.34712,7182,Sfax,Djebeniana
7182,Non,Non,Non,Non,2.38858,7183,Sfax,Sfax Sud
7183,Non,Non,Non,Non,2.32249,7184,Sfax,Sakiet Eddaïer
7184,Non,Non,Non,Oui,2.34712,7185,Sfax,Sfax Ouest
7185,NSP,Non,Non,Non,1.92489,7186,Sfax,Sfax Ville
7186,Non,Non,Non,Non,1.94512,7187,Sfax,Sakiet Ezzit
7187,Non,Non,Non,Non,2.34712,7188,Sfax,Sakiet Eddaïer
7188,Non,Non,Non,Non,1.91864,7189,Sfax,Sfax Ville
7189,Non,Non,Non,Non,2.32249,7190,Sfax,Tina
7190,Non,Non,Non,Non,1.68794,7191,Sfax,El Hencha
7191,Non,Non,Non,Non,2.34712,7192,Sfax,Bir ali Ben Kelifa
7192,Non,Non,Non,Non,2.29943,7193,Sfax,Agareb
7193,Non,Non,Non,Non,1.68794,7194,Sfax,Sakiet Ezzit
7194,Non,Non,Non,Non,1.68794,7195,Sfax,Mahres
7195,Non,Non,Non,Non,2.29943,7196,Sfax,El Hencha
7196,Non,Non,Non,Non,1.91864,7197,Sfax,Ghraiba
7197,Non,Non,Non,Non,2.29943,7198,Sfax,Sakiet Ezzit
7198,Oui,Non,Non,Non,2.34712,7199,Sfax,El Amra
7199,Non,Non,Non,Non,1.91864,7200,Sfax,Mahres
7200,Oui,Non,Non,Non,1.94512,7201,Sfax,Sakiet Ezzit
7201,Non,Non,Non,Non,1.91864,7202,Sfax,Sfax Ville
7202,Non,Non,Non,Non,2.34712,7203,Sfax,Menzel Chaker
7203,Non,Non,Non,Non,1.91864,7204,Sfax,El Hencha
7204,Non,Non,Non,Non,0.94361,7205,Gabes,El Hamma
7205,Oui,Non,Non,Non,0.94361,7206,Gabes,Gabes Medina
7206,Non,Non,Non,Non,1.02041,7207,Gabes,El Metouia
7207,Non,Non,Non,Non,0.74847,7208,Gabes,Gabes Ouest
7208,Non,"Oui, une voiture personelle",Non,Non,0.84738,7209,Gabes,Gabes Ouest
7209,Non,Non,Non,Non,1.02041,7210,Gabes,Gabes Ouest
7210,Non,Non,Non,Non,0.85532,7211,Gabes,Gabes Medina
7211,Non,"Oui, une voiture personelle",Non,Non,0.94361,7212,Gabes,Mareth
7212,Non,"Oui, une voiture personelle",Non,Non,0.85532,7213,Gabes,Matmata
7213,Non,Non,Non,Non,0.74847,7214,Gabes,Gabes Sud
7214,Non,Non,Non,Non,0.81631,7215,Gabes,Mareth
7215,NSP,Non,Non,Non,0.94361,7216,Gabes,Gabes Medina
7216,Oui,"Oui, une voiture personelle",Non,Non,0.74847,7217,Gabes,El Metouia
7217,NSP,"Oui, une voiture personelle",Non,Non,0.84738,7218,Gabes,Gabes Medina
7218,Non,Non,Non,Non,0.81631,7219,Gabes,Gabes Sud
7219,Non,Non,Non,Non,0.74847,7220,Gabes,Gabes Medina
7220,Non,Non,Non,Non,0.63638,7221,Gabes,El Metouia
7221,Non,Non,Non,Non,0.78637,7222,Gabes,Gabes Sud
7222,Non,"Oui, une voiture de fonction",Non,Non,0.84738,7223,Gabes,Gabes Sud
7223,Non,Non,Non,Non,0.84738,7224,Gabes,Nouvelle Matmata
7224,Non,Non,Non,Non,0.85532,7225,Gabes,Nouvelle Matmata
7225,Non,Non,Non,Non,0.85532,7226,Gabes,Mareth
7226,Non,Non,Non,Non,0.74847,7227,Gabes,Menzel El Habib
7227,Non,"Oui, une voiture personelle",Non,Non,0.78637,7228,Gabes,Mareth
7228,Non,"Oui, une voiture personelle",Non,Non,0.81631,7229,Gabes,Mareth
7229,Non,Non,Non,Non,0.63638,7230,Gabes,Mareth
7230,Oui,Non,Non,Non,0.74847,7231,Gabes,Mareth
7231,Non,Non,Non,Non,0.84738,7232,Gabes,Gabes Sud
7232,Non,Non,Non,Oui,0.81631,7233,Gabes,Mareth
7233,Oui,"Oui, une voiture personelle",Non,Non,0.74847,7234,Gabes,Gabes Sud
7234,Non,Non,Non,Non,0.78637,7235,Gabes,El Hamma
7235,Non,Non,Non,Non,0.85532,7236,Gabes,Mareth
7236,Non,Non,Non,Non,0.94361,7237,Gabes,Gabes Medina
7237,Non,Non,Non,Non,0.84738,7238,Gabes,Mareth
7238,Non,"Oui, une voiture personelle",Non,Non,0.84738,7239,Gabes,El Metouia
7239,Non,"Oui, une voiture personelle",Non,Non,1.02041,7240,Gabes,Gabes Medina
7240,Non,"Oui, une voiture personelle",Non,Non,0.63638,7241,Gabes,Mareth
7241,Non,"Oui, une voiture personelle",Non,Non,0.63638,7242,Gabes,El Hamma
7242,Non,"Oui, une voiture personelle",Non,Non,0.63638,7243,Gabes,Gabes Ouest
7243,Non,"Oui, une voiture personelle",Non,Non,0.84738,7244,Gabes,Gabes Sud
7244,Non,"Oui, une voiture personelle",Non,Non,0.63638,7245,Gabes,Gabes Sud
7245,NSP,"Oui, une voiture personelle",Non,Non,0.81631,7246,Gabes,Gabes Ouest
7246,Non,"Oui, une voiture personelle",Non,Non,0.85532,7247,Gabes,Gabes Sud
7247,NSP,Non,Non,NSP,0.78637,7248,Gabes,El Hamma
7248,Non,Non,Non,Non,0.85532,7249,Gabes,Nouvelle Matmata
7249,Non,Non,Non,Non,0.84738,7250,Gabes,Mareth
7250,NSP,Non,Non,Non,0.81631,7251,Gabes,Gabes Ouest
7251,Non,Non,Non,Non,0.81631,7252,Gabes,Gabes Medina
7252,Oui,Non,Non,Non,0.81631,7253,Gabes,Mareth
7253,Non,Non,Non,Non,0.74847,7254,Gabes,El Hamma
7254,Non,Non,Non,Non,0.84738,7255,Gabes,Ghanouch
7255,Non,"Oui, une voiture de fonction",Non,Non,0.94361,7256,Gabes,El Metouia
7256,Non,"Oui, une voiture personelle",Non,Non,0.84738,7257,Gabes,Mareth
7257,Non,Non,Non,Non,0.63638,7258,Gabes,Ghanouch
7258,NSP,"Oui, une voiture personelle",Non,Non,0.78637,7259,Gabes,El Metouia
7259,Non,Non,Non,Non,0.81631,7260,Gabes,Gabes Sud
7260,Non,"Oui, une voiture personelle",Non,Non,0.74847,7261,Gabes,Gabes Medina
7261,Non,Non,Non,Oui,0.85532,7262,Gabes,Gabes Medina
7262,NSP,"Oui, une voiture personelle",Non,Non,0.81631,7263,Gabes,El Hamma
7263,Non,"Oui, une voiture personelle",Non,Non,0.81631,7264,Gabes,Gabes Medina
7264,Non,Non,Non,Non,0.74847,7265,Gabes,Mareth
7265,Non,Non,Non,Non,0.74847,7266,Gabes,Mareth
7266,Non,"Oui, une voiture personelle",Non,Non,1.02041,7267,Gabes,Gabes Medina
7267,Non,"Oui, une voiture personelle",Non,Non,0.84738,7268,Gabes,Gabes Medina
7268,Non,Non,Non,Non,0.78637,7269,Gabes,El Metouia
7269,Non,Non,Non,Non,0.78637,7270,Gabes,Mareth
7270,Non,"Oui, une voiture personelle",Non,Non,0.81631,7271,Gabes,El Metouia
7271,Non,"Oui, une voiture personelle",Non,Non,0.85532,7272,Gabes,Gabes Sud
7272,NSP,Non,Non,Non,0.85532,7273,Gabes,Gabes Medina
7273,Non,Non,Non,Non,1.02041,7274,Gabes,El Hamma
7274,Non,Non,Non,Non,0.81631,7275,Gabes,Gabes Medina
7275,Non,"Oui, une voiture personelle",Non,Oui,0.84738,7276,Gabes,Gabes Ouest
7276,NSP,Non,Non,Oui,0.63638,7277,Gabes,Gabes Medina
7277,Non,Non,Non,Non,0.81631,7278,Gabes,Ghanouch
7278,Non,Non,Non,Non,0.63638,7279,Gabes,El Metouia
7279,Non,Non,Non,Non,1.02041,7280,Gabes,Gabes Sud
7280,Non,Non,Non,Non,0.94361,7281,Gabes,El Metouia
7281,Non,"Oui, une voiture personelle",Non,Non,0.74847,7282,Gabes,Mareth
7282,Non,Non,Non,Non,0.74847,7283,Gabes,Mareth
7283,Non,Non,Non,Non,0.85532,7284,Gabes,Nouvelle Matmata
