agence,banque,lat,long,geometry,index_right,C_DELEG,OBJECTID,LABEL,C_SECT,LABEL_AR,municipalite,circonscription,gouvernorat,CODE_GOUV,Shape__Area,Shape__Length,delegation,Nearest_Biat,Distance_Km,CONCURRENT LE PLUS PROCHE,BIAT LA PLUS PROCHE
ubci,ubci,36.82089,10.178296,POINT (10.178296 36.82089),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Mohamed V,0.46,attijari (0.01Km),Agence Mohamed V (0.45Km)
ubci,ubci,36.798363,10.178422,POINT (10.178422 36.798363),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Siège social,0.07,biat (0.07Km),Agence avenue de France (0.1Km)
ubci,ubci,36.8122221,10.1794188,POINT (10.1794188 36.8122221),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Hedi Chaker,0.21,bna (0.01Km),Agence Hedi Chaker (0.22Km)
uib,uib,36.8165,10.1765,POINT (10.1765 36.8165),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Galaxie,0.37,amen (0.01Km),Agence Galaxie (0.38Km)
uib,uib,36.795,10.1822,POINT (10.1822 36.795),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence avenue de Carthage,0.24,bts (0.04Km),Agence avenue de Carthage (0.2Km)
uib,uib,36.7997,10.1787,POINT (10.1787 36.7997),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Jamel Abdennaceur,0.06,zitouna (0.01Km),Agence Jamel Abdennaceur (0.07Km)
uib,uib,36.8121,10.1802,POINT (10.1802 36.8121),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Hedi Chaker,0.28,bna (0.06Km),Agence Hedi Chaker (0.22Km)
uib,uib,36.8003,10.1845,POINT (10.1845 36.8003),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence avenue de Paris 1,0.33,stb (0.08Km),Agence avenue de Paris 1 (0.4Km)
wifak,wifak,36.812717,10.174546,POINT (10.174546 36.812717),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Hedi Chaker,0.24,attijari (0.1Km),Agence Hedi Chaker (0.23Km)
zitouna,zitouna,36.799792,10.178636,POINT (10.178636 36.799792),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Jamel Abdennaceur,0.07,uib (0.01Km),Agence Jamel Abdennaceur (0.06Km)
zitouna,zitouna,36.795802,10.182871,POINT (10.182871 36.795802),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence avenue de Carthage,0.33,bna (0.08Km),Comptoir international (0.28Km)
zitouna,zitouna,36.80795,10.179957,POINT (10.179957 36.80795),2,1153,19,BAB EL BHAR,115351,باب البحر,Tunis,Tunis_1,Tunis,11,4.45219941127561e-05,0.0361417003325518,Bab El Bhar,Agence Hedi Chaker,0.61,bt (0.03Km),Agence Hedi Chaker (0.58Km)
Monastir 4,biat,35.7554989,10.8236191,POINT (10.8236191 35.7554989),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 3,0.22,biat (0.22Km),Monastir 4 (0.22Km)
Agence Monastir 3,biat,35.7564582824707,10.82574081420898,POINT (10.82574081420898 35.7564582824707),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Monastir 4,0.22,biat (0.22Km),Agence Monastir 3 (0.22Km)
Agence Monastir 2,biat,35.76997375488281,10.81906700134277,POINT (10.81906700134277 35.76997375488281),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.94,uib (0.05Km),Agence Monastir 2 (0.05Km)
Agence Monastir,biat,35.77238464355469,10.82903099060059,POINT (10.82903099060059 35.77238464355469),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.94,ubci (0.05Km),Agence Monastir (0.05Km)
amen,amen,35.770772,10.823148,POINT (10.823148 35.770772),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.38,ubci (0.05Km),Agence Monastir 2 (0.43Km)
atb,atb,35.77144449999999,10.82395989999998,POINT (10.82395989999998 35.77144449999999),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.47,bte (0.05Km),Agence Monastir (0.42Km)
attijari,attijari,35.772518,10.83031500000004,POINT (10.83031500000004 35.772518),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.12,biat (0.12Km),Agence Monastir 2 (0.94Km)
attijari,attijari,35.767025,10.82213400000001,POINT (10.82213400000001 35.767025),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.43,bfpme (0.07Km),Agence Monastir 2 (0.37Km)
baraka,baraka,35.768651,10.820068,POINT (10.820068 35.768651),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.17,btl (0.07Km),Agence Monastir 2 (0.23Km)
bfpme,bfpme,35.767633,10.8220128,POINT (10.8220128 35.767633),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.37,attijari (0.07Km),Agence Monastir 2 (0.43Km)
bh,bh,35.767055,10.8203753,POINT (10.8203753 35.767055),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.35,attijari (0.16Km),Agence Monastir 2 (0.43Km)
bh,bh,35.7731834,10.8269858,POINT (10.8269858 35.7731834),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.2,ubci (0.16Km),Agence Monastir (0.05Km)
bna,bna,35.71226010478981,10.82008873363941,POINT (10.82008873363941 35.71226010478981),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Ksibet el Mediouni,3.56,ubci (3.17Km),Agence Ksibet el Mediouni (4.89Km)
bna,bna,35.77463957536161,10.82923774858921,POINT (10.82923774858921 35.77463957536161),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.25,tsb (0.04Km),Agence Monastir (0.21Km)
bt,bt,35.7737998962402,10.832200050354,POINT (10.832200050354 35.7737998962402),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.33,uib (0.01Km),Agence Monastir (0.32Km)
bt,bt,35.75993,10.82694,POINT (10.82694 35.75993),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 3,0.4,biat (0.4Km),Monastir 4 (0.22Km)
bte,bte,35.771544,10.824513,POINT (10.824513 35.771544),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.42,atb (0.05Km),Agence Monastir (0.47Km)
btk,btk,35.7543139,10.8105469,POINT (10.8105469 35.7543139),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Monastir 4,1.19,biat (1.19Km),Agence Monastir 3 (0.22Km)
btl,btl,35.768419,10.820739,POINT (10.820739 35.768419),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.23,baraka (0.07Km),Agence Monastir 2 (0.17Km)
bts,bts,35.77212814831619,10.83247661590576,POINT (10.83247661590576 35.77212814831619),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.31,bt (0.19Km),Agence Monastir (0.33Km)
qnb,qnb,35.7676083223439,10.83419612013853,POINT (10.83419612013853 35.7676083223439),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.71,bts (0.53Km),Agence Monastir (0.31Km)
tsb,tsb,35.7742918,10.8292811,POINT (10.8292811 35.7742918),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.21,bna (0.04Km),Agence Monastir (0.25Km)
ubci,ubci,35.772757,10.828668,POINT (10.828668 35.772757),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.05,biat (0.05Km),Agence Monastir 2 (0.94Km)
ubci,ubci,35.77106,10.823609,POINT (10.823609 35.77106),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.43,amen (0.05Km),Agence Monastir 2 (0.38Km)
uib,uib,35.7738,10.8321,POINT (10.8321 35.7738),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.32,bt (0.01Km),Agence Monastir (0.33Km)
uib,uib,35.7695,10.8192,POINT (10.8192 35.7695),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.05,biat (0.05Km),Agence Monastir (0.94Km)
uib,uib,35.7626,10.7543,POINT (10.7543 35.7626),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Sahline,3.63,biat (3.63Km),Agence Ouerdanine (5.84Km)
zitouna,zitouna,35.766825,10.822935,POINT (10.822935 35.766825),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir 2,0.49,attijari (0.08Km),Agence Monastir 2 (0.43Km)
zitouna,zitouna,35.773729,10.831787,POINT (10.831787 35.773729),141,3251,1061,EL MEDINA,325151,المدينة,Monastir,Monastir,Monastir,32,7.19219294751383e-05,0.0477044767294689,Monastir,Agence Monastir,0.29,uib (0.03Km),Agence Monastir (0.32Km)
Sfax Hôtel Ibis,biat,34.73628616333008,10.74849128723145,POINT (10.74849128723145 34.73628616333008),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax el jadida,0.5,ubci (0.01Km),Sfax Hôtel Ibis (0.01Km)
Agence sfax route de l’aeroport,biat,34.73332595825195,10.70866680145264,POINT (10.70866680145264 34.73332595825195),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,1.83,uib (0.08Km),Agence sfax route de l’aeroport (0.08Km)
Agence Sfax route Menzel Chaker,biat,34.75350952148438,10.71105003356934,POINT (10.71105003356934 34.75350952148438),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Lafrane,2.1,atb (0.13Km),Agence Sfax route Menzel Chaker (0.13Km)
Agence Sfax El Habib,biat,34.72127151489258,10.72236919403076,POINT (10.72236919403076 34.72127151489258),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence sfax route de l’aeroport,1.83,zitouna (0.02Km),Agence Sfax El Habib (0.02Km)
amen,amen,34.730237,10.7102892,POINT (10.7102892 34.730237),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence sfax route de l’aeroport,0.37,uib (0.36Km),Agence sfax route de l’aeroport (0.08Km)
amen,amen,34.7462332,10.7261197,POINT (10.7261197 34.7462332),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Lafrane,1.55,uib (0.16Km),Agence Sfax route Menzel Chaker (1.44Km)
amen,amen,34.735686,10.733415,POINT (10.733415 34.735686),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Sfax Hôtel Ibis,1.38,bh (0.73Km),Sfax Hôtel Ibis (0.82Km)
atb,atb,34.7222934,10.71867750000001,POINT (10.71867750000001 34.7222934),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,0.36,zitouna (0.12Km),Agence Sfax El Habib (0.48Km)
atb,atb,34.7530042,10.71227339999996,POINT (10.71227339999996 34.7530042),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Menzel Chaker,0.13,biat (0.13Km),Agence Sfax route Lafrane (2.1Km)
attijari,attijari,34.719781,10.72001699999998,POINT (10.72001699999998 34.719781),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,0.27,zitouna (0.25Km),Agence Sfax El Habib (0.02Km)
baraka,baraka,34.750893,10.716839,POINT (10.716839 34.750893),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Menzel Chaker,0.6,zitouna (0.34Km),Agence Sfax route Menzel Chaker (0.27Km)
bh,bh,34.7392,10.7402113,POINT (10.7402113 34.7392),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Sfax Hôtel Ibis,0.82,amen (0.73Km),Sfax Hôtel Ibis (1.38Km)
bh,bh,34.7212112,10.7308574,POINT (10.7308574 34.7212112),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,0.78,biat (0.78Km),Agence sfax route de l’aeroport (1.83Km)
bh,bh,34.7542586,10.7238914,POINT (10.7238914 34.7542586),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Lafrane,0.99,btk (0.43Km),Agence Sfax route Menzel Chaker (1.02Km)
bh,bh,34.7291282,10.7318168,POINT (10.7318168 34.7291282),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,1.23,bte (0.63Km),Agence Sfax El Habib (0.67Km)
bte,bte,34.726694,10.72559,POINT (10.72559 34.726694),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,0.67,bh (0.63Km),Agence Sfax El Habib (1.23Km)
btk,btk,34.7573878,10.7211187,POINT (10.7211187 34.7573878),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Menzel Chaker,1.02,bh (0.43Km),Agence Sfax route Lafrane (0.99Km)
ubci,ubci,34.736359,10.748363,POINT (10.748363 34.736359),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Sfax Hôtel Ibis,0.01,biat (0.01Km),Agence Sfax el jadida (0.5Km)
uib,uib,34.7334,10.7095,POINT (10.7095 34.7334),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence sfax route de l’aeroport,0.08,biat (0.08Km),Agence Sfax El Habib (1.83Km)
uib,uib,34.7468,10.7245,POINT (10.7245 34.7468),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Menzel Chaker,1.44,amen (0.16Km),Agence Sfax route Lafrane (1.55Km)
zitouna,zitouna,34.72114019339364,10.72219854852917,POINT (10.72219854852917 34.72114019339364),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,0.02,biat (0.02Km),Agence sfax route de l’aeroport (1.83Km)
zitouna,zitouna,34.722463,10.717345,POINT (10.717345 34.722463),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax El Habib,0.48,atb (0.12Km),Agence Sfax El Habib (0.36Km)
zitouna,zitouna,34.752724,10.713851,POINT (10.713851 34.752724),166,3452,1251,MERKEZ CHAKER,345251,مركز شاكر,Sfax,Sfax_2,Sfax,34,0.0002174100001752,0.07747015574926,Sfax Ouest,Agence Sfax route Menzel Chaker,0.27,atb (0.15Km),Agence Sfax route Menzel Chaker (0.13Km)
Agence Utique,biat,37.03689956665039,10.0400972366333,POINT (10.0400972366333 37.03689956665039),80,1760,559,UTIQUE,176051,أوتيك,Utique,Bizerte,Bizerte,17,0.0054447490159361,0.334650761479714,Utique,Agence El Alia,14.67,amen (6.66Km),Agence Utique (6.66Km)
Agence route de gammarth,biat,36.87502670288086,10.30932235717773,POINT (10.30932235717773 36.87502670288086),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence La Marsa,1.67,bh (0.52Km),Agence route de gammarth (0.52Km)
Agence Marsa Saf Saf,biat,36.88440322875977,10.32855033874512,POINT (10.32855033874512 36.88440322875977),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence La Marsa,0.54,ubci (0.04Km),Agence Marsa Saf Saf (0.04Km)
Agence La Marsa,biat,36.879638671875,10.32716083526611,POINT (10.32716083526611 36.879638671875),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence Marsa Saf Saf,0.54,uib (0.01Km),Agence La Marsa (0.01Km)
Agence Gammarth,biat,36.91958999633789,10.30735874176025,POINT (10.30735874176025 36.91958999633789),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence Marsa Saf Saf,4.34,qnb (2.99Km),Agence Gammarth (2.99Km)
abc,abc,36.8703772,10.3082657,POINT (10.3082657 36.8703772),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence route de gammarth,0.53,bh (0.05Km),Agence route de gammarth (0.52Km)
amen,amen,36.88754,10.32245,POINT (10.32245 36.88754),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence Marsa Saf Saf,0.64,zitouna (0.24Km),Agence Marsa Saf Saf (0.84Km)
amen,amen,36.885207,10.330113,POINT (10.330113 36.885207),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence Marsa Saf Saf,0.17,bte (0.11Km),Agence Marsa Saf Saf (0.08Km)
amen,amen,36.865352,10.294651,POINT (10.294651 36.865352),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence Ain Zaghouan,1.66,ubci (0.23Km),Agence route de gammarth (1.46Km)
amen,amen,36.887266,10.301037,POINT (10.301037 36.887266),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence route de gammarth,1.55,atb (1.26Km),Agence Marsa Saf Saf (1.21Km)
amen,amen,36.879755,10.333486,POINT (10.333486 36.879755),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence La Marsa,0.56,uib (0.27Km),Agence Marsa Saf Saf (0.44Km)
atb,atb,36.8793239,10.32743240000002,POINT (10.32743240000002 36.8793239),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence La Marsa,0.04,uib (0.03Km),Agence La Marsa (0.01Km)
atb,atb,36.8722418,10.3021944,POINT (10.3021944 36.8722418),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence route de gammarth,0.71,abc (0.58Km),Agence route de gammarth (0.53Km)
atb,atb,36.8826227,10.33277299999998,POINT (10.33277299999998 36.8826227),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence Marsa Saf Saf,0.42,uib (0.06Km),Agence Marsa Saf Saf (0.44Km)
atb,atb,36.8748784,10.27417149999997,POINT (10.27417149999997 36.8748784),20,1171,154,LA MARSA PLAGE,117151,المرسى الشاطيء,La Marsa,Tunis_2,Tunis,11,0.0008793647197649,0.320600628098463,La Marsa,Agence Ain Zaghouan,1.34,attijari (0.71Km),Agence Ain Zaghouan (0.66Km)
